date,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99
20141201,37.71140263,1.483269525,0.0927222,1.058980213,6.55602483,0.68231946,0.345216861,0.257401462,39.67357355,0.83481262,8.461654288,0.831380561,12.89676056,0.700386546,0.879263798,21.56022282,0.336525406,0.516416945,0.092351542,15.7176942,1.663383703,5.184275406,0.810429229,0.391368543,4.773689355,6.776844304,105.2619009,37.67047194,0.435904176,2.216376907,0.641000649,0.996593163,4.318018133,0.398767005,0.091463903,0.886929932,4.105761269,6.314500258,8.225088035,1.789198461,1.333963695,12.19565337,0.252130592,0.700801776,0.493137806,1.771059803,16.37763762,5.233131394,344.6432725,0.956086089,20.72429941,3.853313855,0.430091521,26.43826046,23.94697803,25.18690214,5.458115482,0.658931024,0.594749808,3.100470033,15.31256589,14.72072484,36.01016692,0,2.886352248,1.344808787,2.891878077,131.6452586,0.679427758,1.675207853,1.141828371,0.573848031,0.274214449,0.455901413,0.092692162,88.43306472,0.435948576,10.21229679,3.081698399,0.379005426,0.940727029,1.022303902,1.65732899,53.45717554,15.18600622,144.4943804,11.78363647,1.930857328,3.053563483,0.22798341,3.729538151,1.350976403,3.413502312,2.170948485,0.383320519,0.183940096,4.819809291,2.120660983,0.341413656,107.5399247
20141202,29.89546965,2.18599715,0,0.462065849,4.550177955,0.815311355,0.474199479,0.379812129,41.93408467,1.515397884,12.48468087,1.596553846,17.84111511,0.932174813,1.251756403,18.37480235,0.501095577,0.209321411,0.176974361,20.04260796,2.264606669,4.445616242,1.638947779,0.03732541,3.354642086,8.582484485,99.64776878,36.03040339,1.147898189,2.49278269,1.074793335,0.835234495,5.307802427,0.845975625,0,0.724196326,2.116398669,7.246158166,7.847833765,1.063418592,1.735568961,16.16813866,0.72141704,0.865060096,0.321944911,0.575625565,2.496419258,6.287243369,294.4451259,0.729531019,1.990986919,3.35768928,0.544146491,24.66573597,23.49324819,17.99699289,9.357076412,0.458926497,0.438707621,2.812724323,17.26962965,20.67186463,39.65692963,0.340500753,3.106943117,2.79173156,2.767928096,101.5346903,0.146476476,0.604967007,0.883771636,0.155376146,0.331998781,0.432940779,0.277790205,75.82177682,0.21813082,13.7061287,3.964930862,0.422913812,0.74547749,0.823214691,1.424672654,50.13506145,18.27341242,169.7684766,19.9356773,1.483196507,3.590979098,0.10742286,12.19034992,0.939269108,4.892273269,4.453702239,0.422091774,0.248788189,0.931962663,1.589620204,0.091600003,103.2883377
20141203,31.77152251,4.046980204,0.646209247,0.818046733,5.205643613,0.399087054,0.190517982,0,45.09277933,1.220534603,9.18630467,0.920242389,13.23408274,0.315507529,1.028286747,16.67785325,1.3550198,0.431622376,0.426618762,18.66157866,1.881635608,3.916980423,1.034006619,0.166403009,3.432049955,11.27488327,100.0496565,29.32077004,0.715062844,2.15291012,0.091662701,0.864503184,2.895645053,0.203661203,0.18507485,0.440096245,1.642565511,8.569413152,5.856653115,4.371942554,1.422369831,13.14030457,0.39484821,0.727813695,0.14971695,0.791061509,3.918052202,3.616321615,309.2972241,1.043076071,1.70996391,1.82121279,0.713106089,20.08378303,25.23407491,24.40245299,7.258225933,0.380510015,0.531121848,4.169903661,17.96272815,20.04027945,41.34616464,0.485694846,2.942918155,2.323203586,2.76477661,95.4402264,0.318348129,2.696734047,0.974023314,0.450763032,0.275133609,0.635259729,0.025404775,75.40597249,1.513039173,18.63066698,3.408403299,0.101291781,0.582236358,0.915005175,1.447202675,57.73439651,15.74093634,190.6745057,18.09917727,1.215431621,2.747152368,0.433123835,3.262619552,1.283622077,4.799773841,2.096986265,0.534630778,0.110808566,0.742681502,2.02628158,0.485868847,93.10063213
20141204,29.83010018,2.644394127,0.0927222,0.590127475,3.519476843,0.459135742,0.848152596,0.141655752,44.53942491,1.39994355,9.946018762,1.240218153,14.76499293,0.408063756,1.155942006,24.37539036,0.223877185,0.737701657,0.646646602,17.78098659,2.888398844,8.118707785,0.434239662,0,3.263091401,6.371147946,96.6926891,36.16856074,0.789098403,2.130377011,0.301858903,1.24271207,2.314763357,0.364379313,0.557862929,1.408398152,1.099055012,6.767738375,6.782943859,2.088011937,2.620260594,13.84983187,0.457882114,1.200600297,0.760984961,0.993580649,11.70558915,4.082482898,265.143549,1.006981851,1.237832757,4.345209395,0.137754966,23.92214191,22.61653077,23.62209316,6.803929114,1.223596685,0.460514108,3.896231313,17.38066334,17.7356211,37.85377498,0.414164455,2.140558123,1.269577316,2.586670127,93.07595067,0.679951692,2.680371332,1.278363646,0.960597505,0.561584377,0.30641955,0.092692162,68.95331207,0.532639079,16.62529857,4.449747394,0,0.867609793,1.375986567,1.617681339,53.04203517,16.7039781,195.1702407,19.6463461,1.66919926,5.593770323,0.500601647,10.39883791,0.67777736,6.322752282,1.645383328,0.229463821,0.1803743,0.686827911,2.604463992,0.177173705,116.1711758
20141205,28.49985833,2.705545753,0.315000445,1.107372767,6.107566302,0.425812545,0.887374535,0.548289827,41.17687475,1.59857787,10.4113032,1.169271488,22.40542261,0.854590316,2.233000943,43.27613242,1.806223587,0.973785757,0.260760288,14.07675682,3.624487156,6.035739157,1.241957891,0.49630017,3.190774444,5.854539329,89.98935173,33.01819595,1.435781305,3.027330232,1.227606598,1.483654887,4.087339966,0.177275037,0.561679626,3.330740557,1.433835485,10.2936054,10.2682743,2.773188249,2.661174858,14.17797916,0.561325064,1.526813231,0.380711158,0.714487664,7.320372652,5.420893577,239.6600832,1.519823729,0.551095483,4.080338921,0.338486764,27.2861532,22.75509126,25.95954098,7.059680626,0.192312223,1.026066296,3.702304326,15.34799002,23.61048227,35.32165497,0.44052548,2.055841822,3.449922795,3.291461765,82.23422643,0.716426828,3.009124448,1.297797642,0.61259228,0.691745242,0.181330364,0.143650211,74.81323308,0.732458449,16.2072538,4.029533787,0.486543439,0.734125876,0.589239863,1.448096809,35.43277166,17.16619223,170.7952521,13.73037032,1.191574781,3.854422814,0.88249383,20.42904667,0.750228534,4.656577685,2.485168394,0.315710929,0.159331296,0.694722987,1.994181644,0.777255927,166.6171068
20141206,38.11951782,1.468833767,0.175149341,0.557160828,5.747531467,0.221049086,0.780215185,0.260157433,45.39331655,2.179578384,11.07009088,0.976546418,18.43837325,0.491314667,1.782470714,35.44128967,0.690614998,0.538761051,0.0780878,16.60238306,2.106134425,4.227436241,1.230541214,0.461090637,2.041616909,7.190616921,93.3778238,24.58045818,1.107747,2.817039544,0.28286058,0.945451738,6.606649927,0.592453508,0.282322295,13.89068521,1.860038565,12.40935832,11.1271018,0.802897059,3.822949717,9.881744627,0.467326619,1.184608336,0.548436483,0.256201068,4.481886815,5.749006104,246.2604485,1.166515288,1.131329912,4.287793665,0.728738638,21.53535138,21.34650077,30.89650053,7.207091233,0.781787885,1.292609091,2.836212991,15.85761633,23.06169419,24.71895335,0.875743397,2.947024923,3.349910362,3.402453841,98.31123544,0.379719399,1.319246645,1.809075038,0.800366561,0.707693611,0.169592414,0.813978819,76.99050274,0.578702239,14.90188605,6.189033754,0.210156167,0.818180433,0.538071816,2.180748888,12.83411566,15.17493088,139.6091603,2.805959842,1.558401084,3.090744953,0.325471678,14.61319558,0.91078671,3.398344952,44.83421895,0.170417084,0.256675873,1.379250446,4.253907802,0.810358388,207.2203487
20141207,46.32061439,2.34611644,0.0927222,0.715649313,6.141360299,0.574031112,0.083904071,0.09628059,39.21463267,0.546190721,5.981770302,0.984320777,19.08954465,0.744538489,0.47934959,18.76637554,0.093070077,1.072083675,0.315525343,14.66698916,1.857015682,4.720280069,0.645313247,0.137485837,2.010677795,3.281528019,99.7343081,23.49950525,0.400986023,4.3919522,1.185349766,1.116150518,6.67886422,0.219062037,0.091463903,6.824174392,1.264921546,8.512166263,7.456109195,0.766697782,1.306915922,7.7081207,0.111391834,1.498782122,0.119331297,1.491155868,46.06629566,5.212572779,309.6036487,1.139015901,0.839257917,3.512982226,0.56647551,19.41116918,21.79503075,27.16720788,10.77051655,0.220499713,0.709556522,3.42836428,14.1422886,23.51709559,26.6653262,0.161507546,4.36855403,0.791961911,3.952242475,108.7871025,0.337746379,1.631616727,0.807734103,0.365019919,0.682340005,0.093178352,0.185602247,79.07029815,0.418145746,19.32203859,3.726278982,0.202701018,0.739326792,1.277491908,1.692112981,25.09896926,11.79745384,127.0981212,4.014062087,1.346981436,3.294744612,0.772463918,2.781017359,1.013628776,4.350382669,55.97189763,0.197435681,0.091970048,2.717813128,1.917679406,0.319132499,129.1657169
20141208,33.5858858,14.00446301,0,1.919567279,4.237207704,0.306264622,0.687415924,0.131912101,46.06430695,0.632182185,10.1667491,0.887074141,16.31641306,0.848133918,0.934888778,14.75797093,0.507193733,0.667384029,0,19.29964511,2.779554709,5.250391014,1.016641201,0.423290543,3.712778135,5.202426317,107.2047108,31.21363842,0.755457458,1.950057746,0.689048749,0.580512401,4.491936824,0.316621801,0.134921442,1.782324971,1.688433092,7.348241319,3.866193303,1.615969726,1.531401464,12.52052376,0.362618162,0.929185772,0.368736036,1.506662579,11.89412319,6.351465381,300.1705669,1.102950345,0.540172399,3.821199657,0.474077159,18.88437926,18.88981163,21.94104947,6.941376483,0.126045206,0.174043328,3.620826069,16.19930376,20.12590622,38.42579624,0.858521642,2.925775899,1.778843187,4.477081647,103.5581194,0.400136175,1.813144612,1.357904432,0.967359808,0.3783012,0.244826769,0.494930808,76.05111582,1.033914033,21.40030057,2.431978747,0.09149794,0.574937629,0.549438116,1.646298349,65.25655007,13.75869805,163.4513582,12.12768552,2.10772346,3.986415293,0.706836308,7.892560214,0.666661029,6.547784484,2.106879083,0.260632122,0.478079128,4.423501566,2.069852719,0.244143268,90.58191744
20141209,30.86327773,54.85396763,0.078401209,0.312843389,4.7255868,0.282726803,1.249443931,0.188495466,39.36532859,1.032021551,9.401005803,2.182694712,14.0460474,0.480644391,0.661212996,17.14430378,0.898598211,0.362419657,0.448252196,17.61797647,5.691372169,4.128734304,1.182733326,0.317769602,4.867109606,5.332410416,94.45676803,34.18014273,0.835130517,1.322989152,1.253550477,0.713668596,5.876363815,0.703335873,0.419120388,0.868319247,1.437048518,8.448749966,6.968216581,1.623280122,1.49954015,12.86810086,0.647002396,0.951709179,0,0.265887269,5.287582237,5.215395928,298.736006,1.128627421,0.469687146,2.4338447,0.159627409,21.85523323,23.59753624,21.94934843,7.354396777,0.347759714,0.658576266,2.985201229,15.09137372,24.06267897,36.84345403,0.256756632,1.897338124,2.421391757,2.857247211,102.9243094,0.439372341,3.441894949,1.030956596,0.476146741,0.75082446,0.481509184,0.64079488,74.91107557,0.795500494,21.32336556,3.313330757,0.277660869,0.704666269,1.410744445,1.239743656,32.31449119,13.744404,169.3811107,7.273737848,1.139353722,4.407896382,0.653654179,14.92635378,0.835928348,4.966459781,1.179801667,0.28084988,0.183940096,0.738656063,1.730139972,0.818364582,102.4764066
20141210,33.98720512,19.10915705,0.404600529,0.817937271,3.709033941,1.121258042,0.857136807,0.194781742,39.28401194,0.634443682,9.821290203,1.741836584,20.38192215,0.688518078,0.698350795,18.45987423,0.574067224,0.788279711,0.184703084,15.68961105,3.596142096,6.288833482,0.625350877,0.303754341,8.018282669,7.136374973,99.46889215,29.39553468,0.234241044,1.773169445,0.767168023,1.089182617,2.270407837,0.912824561,0.291657799,0.813606524,1.99832418,6.714201709,5.708932764,0.80453707,0.892940958,13.58473686,0.455049686,0.368500261,0.547207354,0.179022199,2.711024296,5.729039198,285.6289605,0.866343892,1.228758642,3.555805421,0.313340094,23.07082305,22.47089027,26.96237715,6.809207117,0.087735492,0.415103111,4.701171912,15.96851099,21.96761002,40.35918176,0.247362146,1.709360087,1.310302626,3.285160989,100.2527762,0.348881231,1.813143495,2.128587053,1.034709391,0.546820218,0.16974404,0,76.78909035,0.787678711,25.69170959,4.418774005,0.261109132,0.812757919,1.273098064,2.207903844,54.04503121,15.28363086,167.4676227,11.07677711,0.915012098,3.574178947,0.443520815,4.128000172,0.662151347,4.67146529,0.660074928,0.253098453,0.333126854,0.891742034,1.377464471,0.209152635,105.722185
