date,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99
20141211,37.82038264,8.283972666,0.160634344,0.983411701,3.764896285,0.265261381,0.930546566,0.342133273,40.61630347,0.761109617,12.05182753,1.79602998,18.17848088,0.317524543,1.105348606,21.80824793,0.742441394,0.635663723,0,17.50263762,5.791072363,3.916931124,0.52211576,0,6.977694851,7.074221914,97.87182627,36.40260162,0.757789307,4.684517538,0.986553505,1.226323422,2.660542922,0,0.5573407,0.903161231,2.527848607,9.568464078,8.515254012,0.905710925,2.518324427,11.71957672,0.358393732,0.545246538,0.256724353,1.071709649,3.943548191,3.627783792,264.9112106,1.199704261,0.514293691,4.596307823,0.449633075,22.01105359,18.96482505,20.61713474,9.386774788,0.439760665,0.837635542,2.172370537,17.50392953,22.32928671,38.07102176,0.148269388,3.840051499,1.429674372,2.288638013,89.39994226,0.234382463,2.242915938,0.659335472,0.407497053,1.080424401,0.557239746,0.185384324,73.48301488,0.83568238,27.75005482,3.749020763,0.956288886,1.028575888,1.176450581,1.942293982,57.65972002,13.11097492,164.7749827,15.50560161,1.288396576,3.879977432,0.715413523,10.52299874,0.6831683,5.346201431,1.384289622,0.183370833,0.238975317,0.870491631,1.396983519,0.652763307,118.2911582
20141212,36.56104987,3.281939791,0.546569501,1.451636326,5.953479326,0.559996952,0.844189766,1.09307541,35.18939125,2.11417943,10.95248162,1.05051563,17.03682951,0.677986422,1.488422761,39.49743673,0.990026757,1.106424844,0.324153589,17.72900645,4.075379922,5.466173727,1.334837337,0.347727128,3.314019769,8.932566765,93.17064351,31.85489543,0.803349797,3.069395087,1.045350951,0.480397674,2.744123492,0.126755715,0.890046775,1.03898117,2.514838295,11.67527299,11.15670694,1.778122167,3.514659391,12.87201929,0.228747188,1.090561195,0.178640628,0.457585862,4.294536769,4.115272122,241.3510292,1.138027031,0.775788406,3.401796803,1.130446929,25.68723845,21.44932713,21.36044311,7.331923989,0.498850876,0.393434915,2.751791934,14.65929795,21.58447823,32.7635339,0.462074205,3.449343459,2.346716491,3.261602567,83.78775951,0.436709739,1.893007117,2.071884718,0.826095595,0.858704956,0.55561111,0.322742772,78.36527846,1.358653889,23.87581294,4.312682734,1.171165564,0.529011626,1.371713112,1.622080548,35.24029084,16.53893015,153.3916582,10.61794929,0.777410349,6.899978567,0.459727204,22.81115828,0.467725099,4.888243181,1.018924199,0.549216391,0.150732984,0.58772027,1.91444373,0.630051865,176.2455919
20141213,41.34186656,1.154580711,0.543988642,0.943979418,7.193396613,0.120931271,1.099598921,0.223172868,40.66602537,1.09470816,11.9638672,0.782582038,20.05808143,0.443081016,1.269396031,33.46211325,1.953077675,0.685606548,0.092351542,25.3822358,2.561220916,4.735513917,1.31591105,0.241041764,3.636807719,9.181129113,94.91939109,24.98112325,1.176415067,3.191139085,0.215399612,0.974956622,3.101536964,0.272471478,0.576307408,4.630822012,1.910611796,28.7211734,10.12308795,0.658938902,4.79704847,7.461178724,0.18410731,1.357440989,0.485017521,0.348755056,3.871949479,3.097290122,240.8899982,1.854848097,0.980657661,5.044892638,1.261999575,23.62100101,19.81432908,31.58529752,8.864364052,0.546853679,0.912311266,2.001886226,13.97465809,27.10019426,21.85772693,0.435313992,2.346358703,2.180772709,2.059936181,98.56049407,1.58537319,2.397164877,0.998085062,0.835236498,0.341189322,0.609278287,0.268641023,79.06558609,1.551441626,24.42622424,5.914404611,0.820980093,1.046920047,1.64779085,2.776811629,16.94959247,13.89588854,128.657627,5.308316,1.630369499,3.56381315,0.616626474,23.72456172,0.852519421,2.745206013,1.803274909,0.164106205,0.14387936,0.933957497,2.210264241,0.364008547,236.3237244
20141214,42.25352634,3.503355812,0,4.015626916,4.557060839,0.57694784,0.125385476,0.235442675,35.45634869,0.802889524,7.046321631,1.117417825,18.02312256,0.567360375,0.858211342,21.92287769,0.5860883,0.938454935,0.229437489,16.98420457,3.204917861,3.004016388,1.201761201,0.770401629,6.035921711,5.143199136,96.81424443,22.64567896,1.085860863,2.35460263,0.880444139,1.379394097,3.065456236,0.12396191,0,0.801975178,1.332849604,12.39095318,7.699456044,0.652632099,0.384897042,6.72888699,0.427245431,0.716234316,0.614886515,1.475495111,108.6329177,6.421822913,284.5790729,1.440518812,0.849383312,6.814335603,0.986175318,23.90896796,18.4804837,31.08842964,9.552544718,0.226164659,0.653171953,3.725723927,19.57826108,25.55134669,19.70937522,0.112159341,3.296182172,1.99522555,3.207415292,119.8519664,1.027959258,1.805443354,1.133716437,0.8304384,0.67428202,0.506646527,0.185384324,87.21888079,1.494283216,30.89558049,4.017337885,0.646575561,0.591454703,0.735373958,2.245399375,24.48338914,15.27142288,112.97771,4.020101097,1.48960896,2.144131259,0.407491862,2.7947312,0.825155336,3.965983999,1.523414196,0.262170862,0.091970048,6.18140233,0.868272849,0.455609309,138.1949701
20141215,38.84229977,7.597702034,0.267684268,2.095596574,4.415287384,0.781876734,0.802160437,0.029469311,41.22701201,0,10.82353791,1.097091904,20.53367966,1.022971407,1.414763744,21.17449261,0.809162193,0.756971606,0.23653035,18.63291832,3.488375803,6.329143682,0.841005668,0.440528625,6.015775949,5.151604195,107.4610261,32.03178513,0.780723348,1.953286685,0.646104313,1.213760187,3.640510975,0.62579463,0.205182482,0.457026329,1.934200665,15.0624129,7.186221313,0.651312465,0.73421574,11.15599213,0.278589239,0.694664181,0.833475223,0.280537864,11.93931612,5.647904251,293.0364178,1.160043226,1.266163759,4.27669237,0.917888588,21.71797619,19.95435365,22.31964088,7.880559265,0.537822547,0.56252534,3.328442054,13.83885535,19.05342278,34.87406314,0.188028087,4.401511371,1.137726416,3.005026622,106.3744128,0.635398034,2.556481481,1.253510662,0.745584227,0.467385075,0.378373702,0.112256053,77.516582,0.987406463,40.19588372,3.04225843,0.706642168,0.740211966,0.797424131,2.569961554,70.572846,16.96999729,152.5143672,9.669409795,0.553939381,2.745978299,0.396926777,6.594314247,0.422993373,4.864778722,1.036673825,0.208965439,0,0.593070451,0.918132454,0.383837679,95.9284846
20141216,35.55538306,5.676468068,0,1.807725403,6.010442278,0.647521255,0.928093504,0.386899466,44.84569818,0.243425757,12.64757751,0.823067473,18.15742835,0.701966033,1.015694094,19.32603711,0.340641936,1.359109509,0.68009694,19.72477521,4.292261578,4.90850907,0.402021127,0.421926478,3.627507307,8.431723611,92.18196343,32.03434741,0.945958039,1.571568318,1.468585901,0.85107852,4.024937701,0.102110677,0.162544916,0.498698551,2.02219663,16.18641455,7.79017969,1.77250278,1.47986525,13.9701867,0.151454594,0.678309834,0.165915542,0.931038082,4.090787555,5.732466654,267.3804824,1.010480285,0.267212534,3.738575139,0.921233249,26.33154896,18.5716519,21.31192156,7.94127012,0.170706325,0.145034797,4.284881436,15.81841844,29.66143313,32.22641442,0.83858145,1.325999394,1.574212291,2.907280377,99.27964941,1.180089169,2.577832522,1.459028679,0.422392091,1.210979804,0.175367516,0.133815681,75.0533107,1.452679486,35.20963625,3.248383843,0.428594704,1.282912539,0.753792367,2.709022392,75.0476613,16.69426461,163.0220753,9.772633664,1.569319329,2.915188098,0.894255336,15.78079982,1.150569213,4.664351086,1.393183185,0.291824445,0.158829692,0.862006467,2.543398004,0.12001723,101.9154151
20141217,37.97287158,3.508929411,0.210638096,0.652524537,4.403740194,0.45664957,0.875469006,0.092088008,44.35518553,0.186473361,9.434731638,1.017394061,17.75085663,0.566376838,1.450178584,16.3970705,0.440572659,0.720551116,0.155752077,18.66148275,5.770149593,5.857167548,1.249015175,0.295084394,5.302926167,5.473988867,98.36504602,35.09406257,1.301677399,2.121165168,0.575264577,0.68852632,3.908600234,0.234153945,0.386508086,1.052609863,2.74412169,40.44493793,9.684814508,0.944320263,1.080893843,10.98775484,0.554294454,1.569984923,0.282164856,0.094603212,2.537385802,5.730175373,269.7859011,1.313466034,0.464118039,3.171411481,0.650814222,21.78509454,22.6342021,18.60987775,8.186967298,0.240473943,0.392770946,3.558019398,14.55424447,21.02589355,37.49853168,0.257682113,1.528502425,0.524476962,3.025352865,98.85704893,0.84303367,2.381804455,0.961618103,0.065379231,0.350420037,0.160567797,0.277277861,80.7301925,0.934549087,31.22485164,3.010434582,0.972247397,0.823581686,1.336017905,3.819534414,76.22603802,12.66519957,183.4993042,10.4662362,1.003960498,3.234548353,0.676978479,2.975013151,1.367619123,5.667206639,0.903194456,0.519589773,0.302941528,0.389423864,1.723952737,0.31376948,99.86826633
20141218,41.95726391,3.651620055,0.284628038,0.482479458,4.463465855,0.75849906,0.662559884,0.343137667,43.23348781,0.53728031,9.449317557,1.452651961,16.73981935,0.901834986,1.326493553,20.41839759,0.467021266,0.711579863,0.222896945,14.43896813,5.267863431,4.112292848,0.635624571,0.390305007,5.820418619,13.42045512,101.3008771,34.44526733,0.625973144,1.726330293,0.814287878,1.229782576,3.258061877,0.222816482,0.341166617,1.129905819,1.953666202,50.97602964,8.213068749,0.422397269,1.226613341,10.50466944,0.206268508,0.315944597,0.09295338,0.65803887,4.562057132,4.636842396,258.4438063,1.225825053,0.655759809,3.785269549,0.843379777,20.30097858,21.50772637,19.56592694,10.45053477,0.245124615,0.638676264,2.309883614,12.75931595,18.45330091,32.62791085,0.209810995,2.001500549,1.901388508,3.529813281,115.180199,0.20775478,1.994815583,2.24733487,0.469845553,0.597026937,0.049605575,0.278076485,75.69751574,1.050758266,32.74834923,4.304488322,0.51546662,0.955668751,2.107841053,3.316585391,63.49246898,13.02405881,156.214986,9.995361222,0.739020747,3.798186338,0.794510054,9.189632119,0.973481908,5.64229324,1.104182991,0.316896424,0.150851848,0.50768877,1.235210272,0.340728967,113.3353498
20141219,46.06230067,1.875232681,0.300036887,0.327060777,7.772469866,0.591302481,0.896975844,0.184176016,42.51751206,0.901486397,9.551035864,0.758962276,21.94144745,1.051662011,1.389533487,35.33132062,0.235514799,1.251554927,0.507281041,17.43284435,2.810746148,5.736837373,1.475523844,0.339073666,3.299305033,13.06958482,95.71873762,35.47470527,1.910037823,2.800242955,0.995649697,0.995762982,2.115233933,0.239483594,0.091463903,0.696167933,1.480795595,48.41626858,11.92254673,0.825208381,2.925536076,10.5405212,0.347969584,0.618173521,0.77277464,0.715949259,2.671575836,3.555617855,239.8992057,1.155317202,0.632311614,5.260558925,1.104010677,23.03196847,20.71069206,22.03185416,9.605619192,0.193871112,0.711617922,2.349808201,11.87251083,21.36211003,30.07199543,0.172994271,2.249693977,2.722847499,2.784558678,92.33502435,0.735944056,2.477235906,1.310287494,0.323042629,0.712582378,0.205730986,0.165449285,83.18278972,1.441849154,32.8605792,4.216405593,0.711195168,0.770357772,1.859147237,4.910173843,33.23569628,13.82865396,150.5645152,7.119043214,1.26139025,4.327545758,0.609318668,21.14840131,0.320114564,4.588824566,1.103011282,0.81041561,0.456604562,0.648521034,2.040762916,0.695984747,154.5791894
20141220,60.38494926,2.077663584,0.275249555,0.326362528,6.878075225,0.374122289,0.964782966,0.033666544,43.47340139,0.655241719,6.863683168,0.992458328,20.63995548,0.308338703,1.078643058,26.14654415,2.827969412,1.479643552,0.220743832,21.29361979,3.652145946,4.523672105,1.056200421,0.324169463,4.109411367,6.918981953,96.36629787,28.9084305,0.994386029,2.873417981,0.438160112,1.347227864,3.488377928,0.352702242,0.470168877,1.231443575,1.422480337,40.16934384,13.70786699,1.283991899,4.304680781,6.699566888,0.285288831,0.259993306,0.414240794,0.889660946,12.80890797,5.553104634,262.7354879,1.486380979,0.491919092,7.425831271,0.856125472,26.70172747,19.62004687,31.16325889,7.670106222,0.434475645,1.452582666,2.120858845,13.74508778,19.88910092,23.88919812,0.133854473,2.248656321,2.608384017,3.651258917,111.1227202,1.195667488,1.265110909,3.34142416,0.454529715,0.110459264,0.147593225,0.177627094,81.81634656,1.11421189,33.98990269,5.906297589,1.13182975,1.159389621,1.573107394,7.287022705,10.85676311,10.71595002,136.8906418,4.218165245,1.289139642,3.381170453,1.318168622,13.12201587,1.52149157,2.770988896,1.376225017,0.430116146,0.113157427,1.287191844,2.017725638,0.207470831,201.0904017
20141221,67.40180754,1.537798578,0,0.199385374,5.981200299,0.514618711,0.598656813,0.320911288,46.59147087,0.730223483,4.846055439,0.332464503,23.31781373,0.487763288,0.644258635,19.57194757,0.031895595,1.022065368,0.369406169,19.06972038,2.51048831,6.504418806,1.541982792,0.14283374,3.939267909,5.308046473,104.3389269,19.07166879,1.153379579,3.091698779,0.297604589,1.147043821,4.913269588,0.410984954,0.32332937,0.995833619,4.033100555,26.05371754,10.63804682,2.970023149,0.602135523,4.589497523,0.271401832,0.59119386,0.858742924,1.666130013,86.84595026,4.223091524,292.9385757,1.610081322,0.89368108,5.843700442,0.353031735,26.35211955,17.78980483,36.10993442,11.13399394,0.326902677,0.560074876,2.944893997,9.079454223,19.25397354,19.02982588,0.319291137,2.780079709,1.802372885,2.406850638,127.8762579,1.760649154,1.036666295,3.458550349,0.570338278,0.379960347,0.23800615,0.325431361,79.43911117,1.599130199,33.56583955,4.484572584,0.779213654,1.550838951,1.472883775,6.265501826,10.7501521,14.83890037,131.4389976,3.248222952,1.723773717,3.278771846,0.736700758,2.642708155,0.999134986,3.461509864,1.020705434,0.366887407,0.183940096,6.62057759,1.078779252,0.333609926,132.8705883
20141222,65.40164119,0.862472947,0.1854444,1.748493938,6.062221471,0.17146287,0.886184652,0.276264025,49.38548535,0.150183366,7.123493019,0.436399937,21.09822164,0.559537936,0.551771061,19.96363258,0.729419566,0.430836675,0.247664595,17.1699068,3.292021944,6.228434811,0.942397274,0.170464375,4.943001797,6.950317056,111.7443769,30.77886296,1.043982917,2.073835178,0.790597122,1.036968223,5.362870051,0.169292169,0.273205763,0.419555674,2.36600588,47.88574857,12.40085527,0.983811405,0.47728564,5.586995368,0.318369029,0.160812753,0.839635328,0.561605565,14.80938783,7.027846309,303.922576,0.824634557,1.08911711,5.155598957,0.310988753,29.19491805,17.69986654,22.90137918,5.77385793,0.227102145,1.431004071,3.108023782,10.82497463,24.70723875,30.05300281,0.762845212,2.900026249,1.213532812,2.772026753,132.215453,0.73370245,2.527069029,3.410887248,0.180195476,0.377798739,0.453928317,0.072757123,83.97390542,1.365990479,32.61958924,3.363374276,0.717239422,0.535157735,1.764165887,8.894161707,14.04217331,13.3052536,154.470295,4.716305395,1.14465916,3.926808765,0.609076921,6.398082615,0.861406016,4.217481036,1.06164011,0.211818572,0,3.183159292,1.255550773,0.183200005,113.6583282
