1.0,0.04,0.01,0.05,0.09,0.16,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13,0.0,0.0,0.08,0.0,0.06,0.13,0.01,0.15,0.0,0.31,0.0,0.0,0.01,0.01,0.0,0.0,0.07,0.19,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.04,1.0,0.0,0.0,0.18,0.13,0.1,0.0,0.0,0.09,0.08,0.19,0.0,0.0,0.0,0.02,0.07,0.0,0.07,0.0,0.0,0.02,0.21,0.03,0.41,0.01,0.1,0.0,0.02,0.33,0.0,0.12,0.0,0.03,0.27,0.06,0.0,0.0,0.0,0.11,0.0,0.12,0.06,0.0,0.0,0.0,0.0,0.0,0.0,0.17
0.01,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.11,0.02,0.0,0.0,0.15,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.09,0.13,0.0,0.0,0.0,0.0,0.0,0.04,0.0,0.0,0.0,0.01,0.0,0.0,0.15,0.0,0.0,0.0,0.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.05,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.0,0.0,0.0,0.0
0.09,0.18,0.0,0.0,1.0,0.05,0.02,0.0,0.0,0.0,0.06,0.03,0.0,0.0,0.0,0.0,0.03,0.0,0.0,0.0,0.0,0.01,0.09,0.0,0.24,0.26,0.07,0.0,0.03,0.34,0.0,0.0,0.0,0.35,0.15,0.0,0.03,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14
0.16,0.13,0.0,0.0,0.05,1.0,0.57,0.0,0.04,0.45,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.32,0.06,0.0,0.01,0.6,0.09,0.03,0.0,0.06,0.0,0.0,0.0,0.0,0.54,0.0,0.07,0.25,0.29,0.0,0.0,0.0,0.52,0.0,0.62,0.29,0.06,0.0,0.0,0.0,0.0,0.0,0.0
0.15,0.1,0.0,0.0,0.02,0.57,1.0,0.0,0.01,0.32,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.23,0.04,0.0,0.01,0.45,0.06,0.03,0.0,0.07,0.0,0.0,0.0,0.0,0.4,0.0,0.02,0.21,0.24,0.0,0.0,0.0,0.39,0.01,0.4,0.21,0.3,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.04,0.01,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.02,0.0,0.02,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.09,0.02,0.0,0.0,0.45,0.32,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.04,0.0,0.0,0.36,0.04,0.0,0.0,0.44,0.05,0.0,0.08,0.0,0.0,0.0,0.0,0.0,0.38,0.0,0.0,0.14,0.16,0.0,0.0,0.0,0.44,0.0,0.33,0.29,0.04,0.0,0.0,0.0,0.0,0.0,0.08
