date,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49
12/01/14,1.349408207197492,91.335038644076,1.5554331747071293,10.065647912955091,59.912327946002186,44.401716576368145,4.644329341922483,14.229175214936454,0.9173954724061377,4.273908960150654,172.81651205735923,18.12264583958609,3.4291420951279035,0.9356677280633483,3.0054355964891815,3.423874198296914,20.351373571157556,0.9297161949630596,4.883294821399444,14.627408882820626,3.586158201010296,4.024667780394774,33.139728523435274,13.083340341847741,282.20701907654166,5.110994664073059,111.73940149171469,0.8441157901948864,3.849427888496519,463.9929625960237,2.1632050658886843,2.7594685147010733,57.07211903674606,161.95844600838296,248.77442418061096,3.2476733370139965,52.58126966504269,1.9912285105198153,1.486385223400282,6.056301936040751,2.163539402457804,6.765007364234697,1.564116338054655,1.1591260384139779,1.0435168676058884,4.73667032660824,0.5634232166631236,4.044662700451866,2.044375229532535,3.6662841720129853
12/02/14,1.1232239445611036,83.40628031615269,1.4875787281523136,9.696926548491982,93.30438565017788,6.206618497555641,9.883535413610126,9.55316031850169,1.1478268630267259,6.230912696148404,159.75341152538735,15.56922062272222,3.091153047901808,1.1978562636598429,2.50150986728545,3.086763410494501,22.75979786022398,0.931029349429624,6.146033210361402,17.901597660911627,4.806092546561974,3.679028888150539,43.437654886487756,10.60431595585758,210.66145965544447,4.633921198713847,125.92832384203408,0.725591221784766,4.89183874040647,390.98257686334733,1.6217233465625933,3.514855683940562,49.5283299289965,89.22234192867596,232.49268963123544,1.101724842395914,47.20003919984092,1.0818365847075166,1.3286657012748395,10.14467930061515,1.6680703510304462,1.1126850759331441,6.578443313585566,1.0558056886159455,0.9663099067008949,3.785595498627582,0.5768231593626286,4.891012423429198,2.1224579349228536,4.778652654292738
12/03/14,1.145439614192946,74.15230213335971,3.0452847784053394,9.560714659864463,89.73392498327276,6.442810081149993,4.651979526195213,12.452149553038863,1.6141177866061007,7.7832199450799555,170.8993332047497,17.111608578398037,2.51796475002968,1.6050148517823617,2.85663286414132,2.6831702108047644,21.22901979493204,1.2119424693367211,4.972337372601668,14.031327635609896,3.0328560273713348,2.6837450509319067,40.78889116098968,10.99399332955465,207.42446184689516,4.721070109675314,153.28068469154837,0.7613531696798285,2.887757952354931,415.15257095208614,2.28917727341042,3.7121652033380017,51.386850945895326,101.33724929493533,222.565706370264,1.126605107541241,45.351068096276144,0.5524059242915458,1.0550157309690436,8.44470218990886,1.8321698941825928,1.0397154758465608,2.177586294854025,0.9290942342072749,0.777033952723287,3.8725579975147455,0.5522890922830698,5.250664134565241,1.49041633318991,4.694809912216989
12/04/14,0.9688241538585949,79.7080758505974,1.955007939455017,10.52664337655973,86.58574818522357,17.752432699844643,3.9621067432368533,10.057394735002555,0.7734414732906284,5.512505003183455,164.67010234781608,14.38393255520513,2.769332162926127,1.2265455278922994,2.8228962452172035,3.2842680209259676,22.86841054023097,0.5470152332439021,5.796593848498995,13.647628352057422,3.58668833298265,3.4375054037042556,40.479466548132585,13.271084740881202,189.8551568267492,3.4401181035404598,147.78905988297626,0.9754113374725819,2.948188714997201,389.75136269115353,1.9432140519925234,3.9700268728793247,48.25280490916443,89.01248970706081,232.89232259356822,0.5569795651337951,45.90618243266394,1.491795636942854,0.9702196515339535,11.79876359184046,2.296596314843259,5.056775190329225,4.824276399978608,1.5763693931391025,1.0496818337087535,3.3735803864717493,0.8122703402511491,5.047424281994493,2.0411426625633387,3.907977968344731
12/05/14,0.7239336514272535,108.77258831327904,3.3041201270817733,10.095983993073366,76.93679463849803,10.56638119963818,12.042361170131326,11.842351307808508,1.5658976678454473,7.566751915376657,148.93730825626946,16.87992163255805,2.9105722324664822,1.36770694807152,4.089087551675042,4.13626114790484,32.47372190660531,1.5199791466279615,5.606365681465048,16.392011207618847,3.721674532581931,3.550325756110875,53.88439401435031,16.53758068208759,184.74225882426612,3.3520307488756256,128.79683534660964,0.8175547482427679,4.027924762026166,354.4060197041862,2.129473265500903,2.6466989283091586,43.85629730752312,56.70244269563293,248.5836642514175,0.6833071993461511,46.6090395877267,1.7963822908926608,2.480332886314628,14.392098407027913,3.3032680062774977,1.5642556188828192,11.99098889766588,2.1080707705557535,1.0578651879607743,3.4284914536092823,0.5213755396019398,5.172525633894396,1.2746453739481964,4.702026892660942
12/06/14,1.4750580217863292,122.70907545382816,2.656985912417881,9.576138787954386,32.668302782308075,12.035632499874213,93.77816717339613,8.277728788345945,0.9198604664832878,10.238518024909379,153.6033491589952,15.274090481977039,3.608091559585707,1.4414279614939534,3.6351138105405867,3.75668257074731,43.447440043138286,1.5208686851762598,6.315300925485403,10.242949690821176,4.973372181870254,4.078152201361026,55.938103850315485,19.097865501064497,212.69235223995787,2.6825205837320865,96.33237466395364,1.6960651194222756,6.162543456965085,325.1894691595515,1.597576428620678,2.1565210454794044,47.94712553188026,33.3831199798033,264.318550172336,1.2240157182744773,48.3548332929097,1.68971008784973,1.1511592839356788,18.08849999800278,2.654892287454974,1.1091123620330166,7.193551640640981,0.802435790585452,0.680620494703887,3.785188277727727,0.7140611862744033,3.81830831312739,2.1669121080516707,6.257777322271165
12/07/14,1.542378900387687,96.47591435960712,1.8781173093137356,9.535436160944023,37.77641886877277,107.24816437767556,64.81928871943484,8.132105755631072,0.8547978552269767,3.984782915750669,153.69025126731805,17.94759635695235,2.6085683448306365,1.935384637777278,3.641246777871392,2.9657735773078824,27.101721063728075,1.035677471399485,5.210418734753604,10.875144415513683,4.993122148368706,4.039160847455337,36.047995962184366,11.768189719235071,236.95199635652284,2.398077776010884,87.5265555538421,1.630377444953266,4.996224758268994,387.98692815303986,2.1553360313621264,0.8780238907402956,55.970688626069936,69.4525630201933,221.95230596547145,3.07510637741976,52.37407741927466,1.5457444946138374,0.8694876715262915,4.797286316045379,1.5411918631645953,3.0849689735021544,1.058152174916764,0.8253507472229077,0.6631201219462969,4.938671427669003,0.30250254994714754,4.178364458005048,1.7830314768694369,3.2625391979682843
12/08/14,1.4953812299146978,82.09560008379748,1.6397305752828712,11.991200997990624,77.7902446304708,22.88281630561717,5.821447720837387,9.157429439020614,0.9481847518205534,3.519067939801754,163.7556799336186,14.838471305378533,3.1520078541750154,1.7570661639302698,2.6628404255535196,2.9342711516651248,17.803162921688635,1.5605093962688636,4.9509216498867055,14.292659804301547,5.2142954979849385,2.9266927074269744,28.834876368264567,8.754940628669603,214.9132270312261,5.39563023012825,116.46205111710388,1.2262790348488954,3.4028461488691484,402.89908301277177,1.905095529854567,1.9297877474195289,49.129311701208685,133.6542363692619,224.0046139137521,0.9525709245156596,50.07542972692175,2.9397400480391203,0.9551499326748565,5.384980713600873,1.4184242459008076,7.9975914617554835,3.007194307677787,1.3326255447319633,0.7613179766217408,4.883754425589708,0.4444022431621486,5.529436386472026,2.4431830270296064,3.758962301139528
12/09/14,0.9092186663841796,78.65839098597665,2.1262419069139655,11.6458681762454,56.956245069334855,8.381323316806913,2.6579302952855954,10.228917328393221,1.0631644494473302,6.761191764782209,157.38710309183705,13.60435084371271,2.535832153967201,1.3878834990071744,2.7044859729074617,2.7386000191680915,14.418998734919759,1.1729625584691048,5.447459449391276,14.563643033119982,5.70034574361918,3.0717288269188154,33.42637610162255,11.104836785698101,206.57900472780298,7.793931332529821,122.44403371262152,1.597630234497655,4.471600757705176,389.9616918646813,2.0502607814671343,2.191157864104524,50.58453283853859,188.43305331114618,236.67775935381866,0.7246031154952295,43.7505703633198,1.5699160015586977,1.140183100069189,11.387005502341323,1.620155173992692,1.6901314950136692,8.647208379436405,1.5868529044866426,0.5897143091757533,4.1335254533597805,0.7111764005641188,7.457875654540954,2.142862038528477,3.371411922409358
12/10/14,1.1111085823988194,83.76564644690103,2.0492523440370376,11.423405436461028,79.64400413935157,5.314964977325996,3.4869473151882024,11.224469556348689,1.3381698087612852,5.323160927491981,161.46129604238905,15.31971507663306,2.681568609300206,1.586706497605971,2.923539775796169,3.250048864868771,22.395522187024252,1.1343933345360613,5.216074763193074,15.73535303552116,4.3470202971693865,4.248348013061336,33.54875075958399,10.070961701702881,206.19010974096602,12.186242396754135,118.33576389006612,1.2379786600799865,2.356090506093504,406.78054494494074,2.9498276947470257,2.306192244687823,50.242792566773915,128.12803445160185,238.16663227810903,0.6374607405404858,48.411889061756646,1.6607090998016782,1.4111386471440581,7.741024825572862,2.456923829786809,0.693185222984665,1.8003987922752533,1.086027071622352,0.7110857595120149,4.86171972977207,0.5458418873726661,7.227603001779191,1.466712770247239,4.382218110483378
