key,value,date
0,1.349408207197492,12/01/14
1,91.335038644076,12/01/14
2,1.5554331747071293,12/01/14
3,10.065647912955091,12/01/14
4,59.912327946002186,12/01/14
5,44.401716576368145,12/01/14
6,4.644329341922483,12/01/14
7,14.229175214936454,12/01/14
8,0.9173954724061377,12/01/14
9,4.273908960150654,12/01/14
10,172.81651205735923,12/01/14
11,18.12264583958609,12/01/14
12,3.4291420951279035,12/01/14
13,0.9356677280633483,12/01/14
14,3.0054355964891815,12/01/14
15,3.423874198296914,12/01/14
16,20.351373571157556,12/01/14
17,0.9297161949630596,12/01/14
18,4.883294821399444,12/01/14
19,14.627408882820626,12/01/14
20,3.586158201010296,12/01/14
21,4.024667780394774,12/01/14
22,33.139728523435274,12/01/14
23,13.083340341847741,12/01/14
24,282.20701907654166,12/01/14
25,5.110994664073059,12/01/14
26,111.73940149171469,12/01/14
27,0.8441157901948864,12/01/14
28,3.849427888496519,12/01/14
29,463.9929625960237,12/01/14
30,2.1632050658886843,12/01/14
31,2.7594685147010733,12/01/14
32,57.07211903674606,12/01/14
33,161.95844600838296,12/01/14
34,248.77442418061096,12/01/14
35,3.2476733370139965,12/01/14
36,52.58126966504269,12/01/14
37,1.9912285105198153,12/01/14
38,1.486385223400282,12/01/14
39,6.056301936040751,12/01/14
40,2.163539402457804,12/01/14
41,6.765007364234697,12/01/14
42,1.564116338054655,12/01/14
43,1.1591260384139779,12/01/14
44,1.0435168676058884,12/01/14
45,4.73667032660824,12/01/14
46,0.5634232166631236,12/01/14
47,4.044662700451866,12/01/14
48,2.044375229532535,12/01/14
49,3.6662841720129853,12/01/14
0,1.1232239445611036,12/02/14
1,83.40628031615269,12/02/14
2,1.4875787281523136,12/02/14
3,9.696926548491982,12/02/14
4,93.30438565017788,12/02/14
5,6.206618497555641,12/02/14
6,9.883535413610126,12/02/14
7,9.55316031850169,12/02/14
8,1.1478268630267259,12/02/14
9,6.230912696148404,12/02/14
10,159.75341152538735,12/02/14
11,15.56922062272222,12/02/14
12,3.091153047901808,12/02/14
13,1.1978562636598429,12/02/14
14,2.50150986728545,12/02/14
15,3.086763410494501,12/02/14
16,22.75979786022398,12/02/14
17,0.931029349429624,12/02/14
18,6.146033210361402,12/02/14
19,17.901597660911627,12/02/14
20,4.806092546561974,12/02/14
21,3.679028888150539,12/02/14
22,43.437654886487756,12/02/14
23,10.60431595585758,12/02/14
24,210.66145965544447,12/02/14
25,4.633921198713847,12/02/14
26,125.92832384203408,12/02/14
27,0.725591221784766,12/02/14
28,4.89183874040647,12/02/14
29,390.98257686334733,12/02/14
30,1.6217233465625933,12/02/14
31,3.514855683940562,12/02/14
32,49.5283299289965,12/02/14
33,89.22234192867596,12/02/14
34,232.49268963123544,12/02/14
35,1.101724842395914,12/02/14
36,47.20003919984092,12/02/14
37,1.0818365847075166,12/02/14
38,1.3286657012748395,12/02/14
39,10.14467930061515,12/02/14
40,1.6680703510304462,12/02/14
41,1.1126850759331441,12/02/14
42,6.578443313585566,12/02/14
43,1.0558056886159455,12/02/14
44,0.9663099067008949,12/02/14
45,3.785595498627582,12/02/14
46,0.5768231593626286,12/02/14
47,4.891012423429198,12/02/14
48,2.1224579349228536,12/02/14
49,4.778652654292738,12/02/14
0,1.145439614192946,12/03/14
1,74.15230213335971,12/03/14
2,3.0452847784053394,12/03/14
3,9.560714659864463,12/03/14
4,89.73392498327276,12/03/14
5,6.442810081149993,12/03/14
6,4.651979526195213,12/03/14
7,12.452149553038863,12/03/14
8,1.6141177866061007,12/03/14
9,7.7832199450799555,12/03/14
10,170.8993332047497,12/03/14
11,17.111608578398037,12/03/14
12,2.51796475002968,12/03/14
13,1.6050148517823617,12/03/14
14,2.85663286414132,12/03/14
15,2.6831702108047644,12/03/14
16,21.22901979493204,12/03/14
17,1.2119424693367211,12/03/14
18,4.972337372601668,12/03/14
19,14.031327635609896,12/03/14
20,3.0328560273713348,12/03/14
21,2.6837450509319067,12/03/14
22,40.78889116098968,12/03/14
23,10.99399332955465,12/03/14
24,207.42446184689516,12/03/14
25,4.721070109675314,12/03/14
26,153.28068469154837,12/03/14
27,0.7613531696798285,12/03/14
28,2.887757952354931,12/03/14
29,415.15257095208614,12/03/14
30,2.28917727341042,12/03/14
31,3.7121652033380017,12/03/14
32,51.386850945895326,12/03/14
33,101.33724929493533,12/03/14
34,222.565706370264,12/03/14
35,1.126605107541241,12/03/14
36,45.351068096276144,12/03/14
37,0.5524059242915458,12/03/14
38,1.0550157309690436,12/03/14
39,8.44470218990886,12/03/14
40,1.8321698941825928,12/03/14
41,1.0397154758465608,12/03/14
42,2.177586294854025,12/03/14
43,0.9290942342072749,12/03/14
44,0.777033952723287,12/03/14
45,3.8725579975147455,12/03/14
46,0.5522890922830698,12/03/14
47,5.250664134565241,12/03/14
48,1.49041633318991,12/03/14
49,4.694809912216989,12/03/14
0,0.9688241538585949,12/04/14
1,79.7080758505974,12/04/14
2,1.955007939455017,12/04/14
3,10.52664337655973,12/04/14
4,86.58574818522357,12/04/14
5,17.752432699844643,12/04/14
6,3.9621067432368533,12/04/14
7,10.057394735002555,12/04/14
8,0.7734414732906284,12/04/14
9,5.512505003183455,12/04/14
10,164.67010234781608,12/04/14
11,14.38393255520513,12/04/14
12,2.769332162926127,12/04/14
13,1.2265455278922994,12/04/14
14,2.8228962452172035,12/04/14
15,3.2842680209259676,12/04/14
16,22.86841054023097,12/04/14
17,0.5470152332439021,12/04/14
18,5.796593848498995,12/04/14
19,13.647628352057422,12/04/14
20,3.58668833298265,12/04/14
21,3.4375054037042556,12/04/14
22,40.479466548132585,12/04/14
23,13.271084740881202,12/04/14
24,189.8551568267492,12/04/14
25,3.4401181035404598,12/04/14
26,147.78905988297626,12/04/14
27,0.9754113374725819,12/04/14
28,2.948188714997201,12/04/14
29,389.75136269115353,12/04/14
30,1.9432140519925234,12/04/14
31,3.9700268728793247,12/04/14
32,48.25280490916443,12/04/14
33,89.01248970706081,12/04/14
34,232.89232259356822,12/04/14
35,0.5569795651337951,12/04/14
36,45.90618243266394,12/04/14
37,1.491795636942854,12/04/14
38,0.9702196515339535,12/04/14
39,11.79876359184046,12/04/14
40,2.296596314843259,12/04/14
41,5.056775190329225,12/04/14
42,4.824276399978608,12/04/14
43,1.5763693931391025,12/04/14
44,1.0496818337087535,12/04/14
45,3.3735803864717493,12/04/14
46,0.8122703402511491,12/04/14
47,5.047424281994493,12/04/14
48,2.0411426625633387,12/04/14
49,3.907977968344731,12/04/14
0,0.7239336514272535,12/05/14
1,108.77258831327904,12/05/14
2,3.3041201270817733,12/05/14
3,10.095983993073366,12/05/14
4,76.93679463849803,12/05/14
5,10.56638119963818,12/05/14
6,12.042361170131326,12/05/14
7,11.842351307808508,12/05/14
8,1.5658976678454473,12/05/14
9,7.566751915376657,12/05/14
10,148.93730825626946,12/05/14
11,16.87992163255805,12/05/14
12,2.9105722324664822,12/05/14
13,1.36770694807152,12/05/14
14,4.089087551675042,12/05/14
15,4.13626114790484,12/05/14
16,32.47372190660531,12/05/14
17,1.5199791466279615,12/05/14
18,5.606365681465048,12/05/14
19,16.392011207618847,12/05/14
20,3.721674532581931,12/05/14
21,3.550325756110875,12/05/14
22,53.88439401435031,12/05/14
23,16.53758068208759,12/05/14
24,184.74225882426612,12/05/14
25,3.3520307488756256,12/05/14
26,128.79683534660964,12/05/14
27,0.8175547482427679,12/05/14
28,4.027924762026166,12/05/14
29,354.4060197041862,12/05/14
30,2.129473265500903,12/05/14
31,2.6466989283091586,12/05/14
32,43.85629730752312,12/05/14
33,56.70244269563293,12/05/14
34,248.5836642514175,12/05/14
35,0.6833071993461511,12/05/14
36,46.6090395877267,12/05/14
37,1.7963822908926608,12/05/14
38,2.480332886314628,12/05/14
39,14.392098407027913,12/05/14
40,3.3032680062774977,12/05/14
41,1.5642556188828192,12/05/14
42,11.99098889766588,12/05/14
43,2.1080707705557535,12/05/14
44,1.0578651879607743,12/05/14
45,3.4284914536092823,12/05/14
46,0.5213755396019398,12/05/14
47,5.172525633894396,12/05/14
48,1.2746453739481964,12/05/14
49,4.702026892660942,12/05/14
0,1.4750580217863292,12/06/14
1,122.70907545382816,12/06/14
2,2.656985912417881,12/06/14
3,9.576138787954386,12/06/14
4,32.668302782308075,12/06/14
5,12.035632499874213,12/06/14
6,93.77816717339613,12/06/14
7,8.277728788345945,12/06/14
8,0.9198604664832878,12/06/14
9,10.238518024909379,12/06/14
10,153.6033491589952,12/06/14
11,15.274090481977039,12/06/14
12,3.608091559585707,12/06/14
13,1.4414279614939534,12/06/14
14,3.6351138105405867,12/06/14
15,3.75668257074731,12/06/14
16,43.447440043138286,12/06/14
17,1.5208686851762598,12/06/14
18,6.315300925485403,12/06/14
19,10.242949690821176,12/06/14
20,4.973372181870254,12/06/14
21,4.078152201361026,12/06/14
22,55.938103850315485,12/06/14
23,19.097865501064497,12/06/14
24,212.69235223995787,12/06/14
25,2.6825205837320865,12/06/14
26,96.33237466395364,12/06/14
27,1.6960651194222756,12/06/14
28,6.162543456965085,12/06/14
29,325.1894691595515,12/06/14
30,1.597576428620678,12/06/14
31,2.1565210454794044,12/06/14
32,47.94712553188026,12/06/14
33,33.3831199798033,12/06/14
34,264.318550172336,12/06/14
35,1.2240157182744773,12/06/14
36,48.3548332929097,12/06/14
37,1.68971008784973,12/06/14
38,1.1511592839356788,12/06/14
39,18.08849999800278,12/06/14
40,2.654892287454974,12/06/14
41,1.1091123620330166,12/06/14
42,7.193551640640981,12/06/14
43,0.802435790585452,12/06/14
44,0.680620494703887,12/06/14
45,3.785188277727727,12/06/14
46,0.7140611862744033,12/06/14
47,3.81830831312739,12/06/14
48,2.1669121080516707,12/06/14
49,6.257777322271165,12/06/14
0,1.542378900387687,12/07/14
1,96.47591435960712,12/07/14
2,1.8781173093137356,12/07/14
3,9.535436160944023,12/07/14
4,37.77641886877277,12/07/14
5,107.24816437767556,12/07/14
6,64.81928871943484,12/07/14
7,8.132105755631072,12/07/14
8,0.8547978552269767,12/07/14
9,3.984782915750669,12/07/14
10,153.69025126731805,12/07/14
11,17.94759635695235,12/07/14
12,2.6085683448306365,12/07/14
13,1.935384637777278,12/07/14
14,3.641246777871392,12/07/14
15,2.9657735773078824,12/07/14
16,27.101721063728075,12/07/14
17,1.035677471399485,12/07/14
18,5.210418734753604,12/07/14
19,10.875144415513683,12/07/14
20,4.993122148368706,12/07/14
21,4.039160847455337,12/07/14
22,36.047995962184366,12/07/14
23,11.768189719235071,12/07/14
24,236.95199635652284,12/07/14
25,2.398077776010884,12/07/14
26,87.5265555538421,12/07/14
27,1.630377444953266,12/07/14
28,4.996224758268994,12/07/14
29,387.98692815303986,12/07/14
30,2.1553360313621264,12/07/14
31,0.8780238907402956,12/07/14
32,55.970688626069936,12/07/14
33,69.4525630201933,12/07/14
34,221.95230596547145,12/07/14
35,3.07510637741976,12/07/14
